date,weekday,daytime,season,weather_conditions,light_conditions,road_surface_conditions,road_type,speed_limit,number_of_vehicles,urban_or_rural_area,IMD_Decile,IncScore,EmpScore,HDDScore,EduScore,CriScore,EnvScore,severity_numeric,severity_binary
2017-03-13,Mon,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,6,0.067,0.044,-0.619,1.313,0.486,48.184,5,Not Severe
2017-01-31,Tue,afternoon rush (16-19),Winter,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,20,2,Urban,6,0.067,0.044,-0.619,1.313,0.486,48.184,4,Not Severe
2017-11-04,Sat,office hours (10-16),Autumn,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,6,0.105,0.055,-0.306,1.866,0.624,32.468,5,Not Severe
2017-09-23,Sat,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,7,0.079,0.062,-1.254,4.591,0.096,38.34,4,Not Severe
2017-05-31,Wed,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Slip road,30,2,Urban,4,0.123,0.086,-0.03,23.565,0.225,27.297,5,Not Severe
2017-02-18,Sat,night (23-7),Winter,Fine no high winds,Darkness - lights lit,Dry,Dual carriageway,30,2,Urban,2,0.168,0.102,0.595,15.744,2.01,45.176,6,Severe
2017-08-24,Thu,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.296,0.179,0.458,37.491,0.178,39.712,4,Not Severe
2017-04-28,Fri,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.296,0.179,0.458,37.491,0.178,39.712,4,Not Severe
2017-03-09,Thu,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.296,0.179,0.458,37.491,0.178,39.712,6,Severe
2017-02-14,Tue,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.165,0.085,0.229,16.725,0.995,29.857,5,Not Severe
2017-11-26,Sun,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,One way street,30,2,Urban,2,0.18,0.125,0.196,16.227,1.25,59.935,4,Not Severe
2017-08-09,Wed,afternoon rush (16-19),Summer,Raining no high winds,Darkness - no lighting,Wet or damp,One way street,20,2,Urban,2,0.18,0.125,0.196,16.227,1.25,59.935,5,Not Severe
2017-04-28,Fri,night (23-7),Spring,Fine no high winds,Darkness - lights lit,Dry,Dual carriageway,30,2,Urban,2,0.18,0.125,0.196,16.227,1.25,59.935,6,Severe
2017-03-08,Wed,afternoon rush (16-19),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,2,0.18,0.125,0.196,16.227,1.25,59.935,4,Not Severe
2017-10-17,Tue,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,One way street,20,1,Urban,2,0.262,0.156,0.964,17.855,0.91,24.268,4,Not Severe
2017-07-17,Mon,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.262,0.156,0.964,17.855,0.91,24.268,5,Not Severe
2017-06-19,Mon,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.139,0.101,0.424,6.939,1.67,62.106,5,Not Severe
2017-06-06,Tue,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,2,0.139,0.101,0.424,6.939,1.67,62.106,5,Not Severe
2017-06-07,Wed,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.139,0.101,0.424,6.939,1.67,62.106,6,Severe
2017-04-20,Thu,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.2,0.13,0.528,9.306,0.644,29.416,3,Not Severe
2017-11-08,Wed,afternoon rush (16-19),Autumn,Fine no high winds,Darkness,Dry,Single carriageway,30,2,Urban,7,0.082,0.044,-0.19,3.307,0.086,40.532,4,Not Severe
2017-08-01,Tue,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.082,0.044,-0.19,3.307,0.086,40.532,5,Not Severe
2017-05-08,Mon,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,7,0.082,0.044,-0.19,3.307,0.086,40.532,3,Not Severe
2017-03-27,Mon,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.082,0.044,-0.19,3.307,0.086,40.532,4,Not Severe
2017-02-24,Fri,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,7,0.082,0.044,-0.19,3.307,0.086,40.532,5,Not Severe
2017-11-21,Tue,evening (19-23),Autumn,Fine no high winds,Darkness,Dry,Single carriageway,20,2,Urban,3,0.138,0.071,0.477,9.579,1.359,39.943,5,Not Severe
2017-10-15,Sun,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.138,0.071,0.477,9.579,1.359,39.943,3,Not Severe
2017-03-02,Thu,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Dual carriageway,40,2,Urban,2,0.168,0.102,0.595,15.744,2.01,45.176,6,Severe
2017-03-02,Thu,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,4,0.135,0.079,-0.537,17.147,0.375,37.337,5,Not Severe
2017-04-04,Tue,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,2,0.168,0.102,0.595,15.744,2.01,45.176,4,Not Severe
2017-07-19,Wed,evening (19-23),Summer,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,3,0.164,0.092,0.727,4.09,1.53,44.607,4,Not Severe
2017-07-08,Sat,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,3,0.164,0.092,0.727,4.09,1.53,44.607,4,Not Severe
2017-05-10,Wed,evening (19-23),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.164,0.092,0.727,4.09,1.53,44.607,3,Not Severe
2017-10-30,Mon,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.232,0.134,0.113,18.2,0.417,32.391,5,Not Severe
2017-09-18,Mon,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,3,0.232,0.134,0.113,18.2,0.417,32.391,3,Not Severe
2017-05-10,Wed,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.232,0.134,0.113,18.2,0.417,32.391,5,Not Severe
2017-04-05,Wed,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.232,0.134,0.113,18.2,0.417,32.391,4,Not Severe
2017-03-01,Wed,evening (19-23),Spring,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,3,0.232,0.134,0.113,18.2,0.417,32.391,7,Severe
2017-01-12,Thu,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.232,0.134,0.113,18.2,0.417,32.391,4,Not Severe
2017-05-23,Tue,afternoon rush (16-19),Spring,Raining no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.293,0.19,0.662,34.035,0.506,18.853,4,Not Severe
2017-11-30,Thu,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.177,0.115,0.256,7.353,1.341,35.766,2,Not Severe
2017-04-28,Fri,evening (19-23),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.177,0.115,0.256,7.353,1.341,35.766,4,Not Severe
2017-03-25,Sat,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.177,0.115,0.256,7.353,1.341,35.766,3,Not Severe
2017-03-09,Thu,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.177,0.115,0.256,7.353,1.341,35.766,3,Not Severe
2017-01-19,Thu,night (23-7),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,3,0.177,0.115,0.256,7.353,1.341,35.766,5,Not Severe
2017-10-25,Wed,night (23-7),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,4,0.144,0.072,-0.318,11.008,0.831,48.16,5,Not Severe
2017-08-04,Fri,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.144,0.072,-0.318,11.008,0.831,48.16,4,Not Severe
2017-04-21,Fri,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.144,0.072,-0.318,11.008,0.831,48.16,4,Not Severe
2017-10-10,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.205,0.132,0.149,21.849,0.807,32.538,4,Not Severe
2017-11-08,Wed,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,6,0.096,0.067,-0.435,5.579,0.685,31.573,5,Not Severe
2017-08-14,Mon,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,One way street,20,1,Urban,6,0.096,0.067,-0.435,5.579,0.685,31.573,3,Not Severe
2017-09-28,Thu,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,1,Urban,2,0.168,0.102,0.595,15.744,2.01,45.176,5,Not Severe
2017-04-28,Fri,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,2,0.168,0.102,0.595,15.744,2.01,45.176,4,Not Severe
2017-11-24,Fri,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,3,0.159,0.111,0.835,3.789,1.034,44.516,4,Not Severe
2017-10-14,Sat,evening (19-23),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,3,0.159,0.111,0.835,3.789,1.034,44.516,7,Severe
2017-02-14,Tue,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,3,0.159,0.111,0.835,3.789,1.034,44.516,5,Not Severe
2017-09-19,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,2,0.266,0.16,0.247,30.791,0.568,26.831,3,Not Severe
2017-05-22,Mon,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,2,0.266,0.16,0.247,30.791,0.568,26.831,6,Severe
2017-02-20,Mon,afternoon rush (16-19),Winter,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,2,0.266,0.16,0.247,30.791,0.568,26.831,5,Not Severe
2017-03-07,Tue,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.266,0.16,0.247,30.791,0.568,26.831,5,Not Severe
2017-11-10,Fri,night (23-7),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,5,0.137,0.085,0.033,6.906,0.162,43.693,5,Not Severe
2017-11-02,Thu,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,5,0.137,0.085,0.033,6.906,0.162,43.693,4,Not Severe
2017-10-16,Mon,night (23-7),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,5,0.137,0.085,0.033,6.906,0.162,43.693,5,Not Severe
2017-07-18,Tue,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,5,0.137,0.085,0.033,6.906,0.162,43.693,5,Not Severe
2017-02-20,Mon,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,5,0.137,0.085,0.033,6.906,0.162,43.693,4,Not Severe
2017-11-07,Tue,afternoon rush (16-19),Autumn,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,8,0.033,0.016,-1.433,1.096,0.504,39.383,5,Not Severe
2017-05-08,Mon,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,8,0.033,0.016,-1.433,1.096,0.504,39.383,7,Severe
2017-11-16,Thu,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,2,0.266,0.16,0.247,30.791,0.568,26.831,5,Not Severe
2017-03-31,Fri,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,8,0.033,0.016,-1.433,1.096,0.504,39.383,4,Not Severe
2017-02-28,Tue,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.195,0.129,0.039,39.347,0.439,29.313,4,Not Severe
2017-11-12,Sun,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.086,0.056,-0.284,4.473,0.198,27.895,3,Not Severe
2017-02-14,Tue,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.086,0.056,-0.284,4.473,0.198,27.895,3,Not Severe
2017-11-29,Wed,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,4,0.078,0.064,-0.164,8.216,1.108,46.51,4,Not Severe
2017-10-11,Wed,afternoon rush (16-19),Autumn,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,20,2,Urban,4,0.078,0.064,-0.164,8.216,1.108,46.51,4,Not Severe
2017-08-11,Fri,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.078,0.064,-0.164,8.216,1.108,46.51,4,Not Severe
2017-08-12,Sat,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.078,0.064,-0.164,8.216,1.108,46.51,4,Not Severe
2017-06-12,Mon,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.078,0.064,-0.164,8.216,1.108,46.51,6,Severe
2017-04-09,Sun,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Dual carriageway,20,2,Urban,4,0.078,0.064,-0.164,8.216,1.108,46.51,5,Not Severe
2017-02-25,Sat,night (23-7),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,4,0.078,0.064,-0.164,8.216,1.108,46.51,5,Not Severe
2017-04-04,Tue,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,8,0.033,0.016,-1.433,1.096,0.504,39.383,3,Not Severe
2017-11-23,Thu,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.266,0.16,0.247,30.791,0.568,26.831,4,Not Severe
2017-02-15,Wed,office hours (10-16),Winter,Raining no high winds,Daylight,Wet or damp,Dual carriageway,30,2,Urban,4,0.125,0.067,-0.13,10.247,1.166,47.063,5,Not Severe
2017-06-27,Tue,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,6,0.061,0.033,-1.231,12.857,-0.148,65.799,5,Not Severe
2017-02-25,Sat,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Dual carriageway,20,1,Urban,6,0.061,0.033,-1.231,12.857,-0.148,65.799,5,Not Severe
2017-02-18,Sat,afternoon rush (16-19),Winter,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,6,0.061,0.033,-1.231,12.857,-0.148,65.799,5,Not Severe
2017-12-12,Tue,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Roundabout,30,2,Urban,2,0.224,0.145,0.342,30.629,0.415,19.272,4,Not Severe
2017-10-13,Fri,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Roundabout,30,2,Urban,2,0.224,0.145,0.342,30.629,0.415,19.272,5,Not Severe
2017-12-07,Thu,afternoon rush (16-19),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.092,0.061,-0.085,1.77,0.322,34.632,5,Not Severe
2017-10-13,Fri,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.092,0.061,-0.085,1.77,0.322,34.632,4,Not Severe
2017-10-14,Sat,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.092,0.061,-0.085,1.77,0.322,34.632,4,Not Severe
2017-07-17,Mon,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,6,0.092,0.061,-0.085,1.77,0.322,34.632,5,Not Severe
2017-07-12,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.092,0.061,-0.085,1.77,0.322,34.632,4,Not Severe
2017-10-25,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.191,0.134,0.02,18.073,1.338,54.2,5,Not Severe
2017-08-22,Tue,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,2,0.191,0.134,0.02,18.073,1.338,54.2,5,Not Severe
2017-06-17,Sat,night (23-7),Summer,Fine no high winds,Darkness - lights lit,Dry,Dual carriageway,30,2,Urban,2,0.191,0.134,0.02,18.073,1.338,54.2,6,Severe
2017-05-26,Fri,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,2,0.191,0.134,0.02,18.073,1.338,54.2,7,Severe
2017-05-04,Thu,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,2,0.191,0.134,0.02,18.073,1.338,54.2,5,Not Severe
2017-01-17,Tue,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,2,0.191,0.134,0.02,18.073,1.338,54.2,4,Not Severe
2017-11-01,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,5,0.097,0.081,-0.359,8.7,0.287,38.087,4,Not Severe
2017-12-07,Thu,evening (19-23),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,1,Urban,2,0.315,0.214,0.27,22.182,0.592,37.474,4,Not Severe
2017-11-13,Mon,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,1,Urban,2,0.315,0.214,0.27,22.182,0.592,37.474,5,Not Severe
2017-10-20,Fri,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,2,0.315,0.214,0.27,22.182,0.592,37.474,4,Not Severe
2017-04-24,Mon,evening (19-23),Spring,Fine no high winds,Daylight,Wet or damp,Roundabout,30,2,Urban,2,0.315,0.214,0.27,22.182,0.592,37.474,5,Not Severe
2017-03-25,Sat,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.315,0.214,0.27,22.182,0.592,37.474,3,Not Severe
2017-08-14,Mon,evening (19-23),Summer,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,4,0.125,0.067,-0.13,10.247,1.166,47.063,4,Not Severe
2017-03-07,Tue,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,One way street,30,2,Urban,4,0.125,0.067,-0.13,10.247,1.166,47.063,4,Not Severe
2017-09-18,Mon,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Slip road,20,2,Urban,1,0.3,0.194,0.356,19.006,0.816,35.903,5,Not Severe
2017-04-21,Fri,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,1,0.3,0.194,0.356,19.006,0.816,35.903,5,Not Severe
2017-02-24,Fri,morning rush (7-10),Winter,Raining no high winds,Daylight,Dry,Single carriageway,30,2,Urban,1,0.3,0.194,0.356,19.006,0.816,35.903,5,Not Severe
2017-09-01,Fri,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,6,0.061,0.036,-0.16,4.776,0.639,57.98,5,Not Severe
2017-09-02,Sat,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,3,0.176,0.125,0.597,8.902,1.318,33.271,5,Not Severe
2017-05-12,Fri,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,3,0.176,0.125,0.597,8.902,1.318,33.271,5,Not Severe
2017-05-23,Tue,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.176,0.125,0.597,8.902,1.318,33.271,3,Not Severe
2017-11-26,Sun,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Dual carriageway,30,2,Urban,3,0.196,0.14,0.294,18.206,0.752,24.835,5,Not Severe
2017-10-12,Thu,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,3,0.196,0.14,0.294,18.206,0.752,24.835,5,Not Severe
2017-10-12,Thu,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,1,Urban,3,0.193,0.108,0.259,25.952,0.093,32.09,3,Not Severe
2017-03-15,Wed,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,1,Urban,3,0.193,0.108,0.259,25.952,0.093,32.09,4,Not Severe
2017-03-29,Wed,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,3,0.193,0.108,0.259,25.952,0.093,32.09,4,Not Severe
2017-04-28,Fri,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.21,0.106,0.04,22.357,0.311,32.117,5,Not Severe
2017-06-15,Thu,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.029,0.019,-2.652,2.343,0.167,50.965,6,Severe
2017-10-30,Mon,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.187,0.117,0.449,15.818,0.492,35.928,4,Not Severe
2017-10-16,Mon,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Dual carriageway,20,3,Urban,3,0.187,0.117,0.449,15.818,0.492,35.928,5,Not Severe
2017-09-15,Fri,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.187,0.117,0.449,15.818,0.492,35.928,5,Not Severe
2017-10-23,Mon,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,2,0.204,0.151,-0.227,12.981,1.363,45.528,5,Not Severe
2017-01-20,Fri,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Slip road,30,2,Urban,2,0.204,0.151,-0.227,12.981,1.363,45.528,2,Not Severe
2017-10-04,Wed,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.147,0.098,0.488,5.975,1.413,46.913,5,Not Severe
2017-09-27,Wed,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.147,0.098,0.488,5.975,1.413,46.913,3,Not Severe
2017-09-18,Mon,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,3,0.147,0.098,0.488,5.975,1.413,46.913,4,Not Severe
2017-03-09,Thu,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.147,0.098,0.488,5.975,1.413,46.913,3,Not Severe
2017-07-06,Thu,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.167,0.118,0.628,10.278,1.334,37.975,5,Not Severe
2017-07-11,Tue,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,1,Urban,6,0.101,0.105,-0.337,8.874,0.181,29.047,5,Not Severe
