date,weekday,daytime,season,weather_conditions,light_conditions,road_surface_conditions,road_type,speed_limit,number_of_vehicles,urban_or_rural_area,IMD_Decile,IncScore,EmpScore,HDDScore,EduScore,CriScore,EnvScore,severity_numeric,severity_binary
2019-01-24,Thu,evening (19-23),Winter,Fine no high winds,Darkness - lights lit,Dry,Roundabout,30,2,Urban,3,0.169,0.088,-0.251,14.589,0.788,50.916,4,Not Severe
2019-12-12,Thu,morning rush (7-10),Winter,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,3,0.187,0.117,0.449,15.818,0.492,35.928,3,Not Severe
2019-10-16,Wed,morning rush (7-10),Autumn,Raining no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,5,0.125,0.082,-0.024,4.939,0.266,31.353,5,Not Severe
2019-02-17,Sun,evening (19-23),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,3,0.197,0.125,0.577,13.897,0.686,34.319,5,Not Severe
2019-05-23,Thu,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.197,0.125,0.577,13.897,0.686,34.319,3,Not Severe
2019-08-23,Fri,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.187,0.117,0.449,15.818,0.492,35.928,3,Not Severe
2019-08-07,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.187,0.117,0.449,15.818,0.492,35.928,4,Not Severe
2019-02-25,Mon,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Slip road,20,2,Urban,3,0.187,0.117,0.449,15.818,0.492,35.928,4,Not Severe
2019-08-10,Sat,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,40,2,Urban,3,0.197,0.125,0.577,13.897,0.686,34.319,7,Severe
2019-09-09,Mon,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.197,0.125,0.577,13.897,0.686,34.319,5,Not Severe
2019-10-15,Tue,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,3,0.197,0.125,0.577,13.897,0.686,34.319,3,Not Severe
2019-03-22,Fri,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.197,0.125,0.577,13.897,0.686,34.319,5,Not Severe
2019-07-15,Mon,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,One way street,30,2,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,5,Not Severe
2019-07-16,Tue,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,4,Not Severe
2019-08-06,Tue,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,4,Not Severe
2019-09-10,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,1,0.348,0.24,0.61,23.227,-0.066,25.254,4,Not Severe
2019-05-01,Wed,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,3,Urban,5,0.179,0.079,-0.318,2.753,-0.523,39.153,5,Not Severe
2019-04-03,Wed,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,3,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,4,Not Severe
2019-11-29,Fri,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,3,0.119,0.074,0.11,8.96,0.419,69.609,3,Not Severe
2019-11-15,Fri,afternoon rush (16-19),Autumn,Raining no high winds,Darkness - lights lit,Wet or damp,Dual carriageway,30,2,Urban,3,0.119,0.074,0.11,8.96,0.419,69.609,7,Severe
2019-09-16,Mon,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,3,0.119,0.074,0.11,8.96,0.419,69.609,4,Not Severe
2019-01-09,Wed,afternoon rush (16-19),Winter,Fine no high winds,Darkness,Dry,Single carriageway,30,2,Urban,4,0.173,0.093,0.345,10.551,0.637,38.335,3,Not Severe
2019-04-28,Sun,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,One way street,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,4,Not Severe
2019-06-02,Sun,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,4,Not Severe
2019-06-13,Thu,evening (19-23),Summer,Raining no high winds,Darkness - lights lit,Wet or damp,Dual carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,4,Not Severe
2019-06-12,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,3,Not Severe
2019-09-17,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.188,0.103,0.003,10.089,-0.012,43.737,5,Not Severe
2019-02-26,Tue,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.188,0.103,0.003,10.089,-0.012,43.737,6,Severe
2019-08-29,Thu,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,4,Not Severe
2019-04-11,Thu,evening (19-23),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,3,Not Severe
2019-02-27,Wed,afternoon rush (16-19),Winter,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.173,0.093,0.345,10.551,0.637,38.335,5,Not Severe
2019-05-23,Thu,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.173,0.093,0.345,10.551,0.637,38.335,4,Not Severe
2019-09-10,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.173,0.093,0.345,10.551,0.637,38.335,4,Not Severe
2019-08-13,Tue,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Rural,2,0.216,0.226,0.647,3.812,-0.334,45.73,4,Not Severe
2019-09-09,Mon,evening (19-23),Autumn,Fine no high winds,Daylight,Dry,One way street,30,2,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,4,Not Severe
2019-09-28,Sat,night (23-7),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,5,Not Severe
2019-10-17,Thu,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Rural,2,0.216,0.226,0.647,3.812,-0.334,45.73,6,Severe
2019-11-04,Mon,night (23-7),Autumn,Raining no high winds,Daylight,Wet or damp,Single carriageway,20,2,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,5,Not Severe
2019-07-03,Wed,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.253,0.154,0.736,19.629,1.026,37.266,4,Not Severe
2019-05-21,Tue,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.104,0.049,-0.861,1.957,0.248,26.397,3,Not Severe
2019-07-15,Mon,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,5,0.125,0.082,-0.024,4.939,0.266,31.353,4,Not Severe
2019-12-09,Mon,afternoon rush (16-19),Winter,Fine no high winds,Darkness,Dry,Single carriageway,30,2,Urban,5,0.126,0.078,-0.541,5.509,0.537,19.876,3,Not Severe
2019-11-07,Thu,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,5,0.126,0.078,-0.541,5.509,0.537,19.876,5,Not Severe
2019-11-27,Wed,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,2,0.196,0.134,0.361,27.072,0.434,35.395,6,Severe
2019-10-03,Thu,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,5,0.126,0.078,-0.541,5.509,0.537,19.876,4,Not Severe
2019-09-12,Thu,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,5,0.126,0.078,-0.541,5.509,0.537,19.876,4,Not Severe
2019-06-09,Sun,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,5,0.126,0.078,-0.541,5.509,0.537,19.876,5,Not Severe
2019-11-23,Sat,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Wet or damp,Roundabout,30,2,Urban,5,0.179,0.079,-0.318,2.753,-0.523,39.153,5,Not Severe
2019-09-18,Wed,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,5,0.179,0.079,-0.318,2.753,-0.523,39.153,4,Not Severe
2019-07-12,Fri,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.21,0.106,0.04,22.357,0.311,32.117,4,Not Severe
2019-11-07,Thu,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,One way street,20,1,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,5,Not Severe
2019-11-05,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.152,0.095,-0.572,31.377,0.626,35.816,3,Not Severe
2019-12-02,Mon,morning rush (7-10),Winter,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,7,0.099,0.07,-0.824,2.296,-0.283,25.842,3,Not Severe
2019-02-22,Fri,afternoon rush (16-19),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.099,0.07,-0.824,2.296,-0.283,25.842,7,Severe
2019-01-15,Tue,morning rush (7-10),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,1,Urban,6,0.075,0.033,0.214,4.582,0.894,50.542,5,Not Severe
2019-06-11,Tue,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,6,0.075,0.033,0.214,4.582,0.894,50.542,5,Not Severe
2019-09-18,Wed,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.106,0.06,-0.96,7.971,0.009,30.977,4,Not Severe
2019-06-12,Wed,office hours (10-16),Summer,Raining no high winds,Daylight,Wet or damp,Single carriageway,20,2,Urban,6,0.075,0.033,0.214,4.582,0.894,50.542,4,Not Severe
2019-10-06,Sun,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.075,0.033,0.214,4.582,0.894,50.542,4,Not Severe
2019-08-24,Sat,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,5,0.132,0.087,-0.13,8.036,0.695,34.988,6,Severe
2019-08-05,Mon,evening (19-23),Summer,Fine no high winds,Darkness,Dry,Single carriageway,20,3,Urban,5,0.132,0.087,-0.13,8.036,0.695,34.988,5,Not Severe
2019-03-08,Fri,afternoon rush (16-19),Spring,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,20,2,Urban,4,0.189,0.096,-0.264,16.785,0.211,36.586,3,Not Severe
2019-10-10,Thu,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.189,0.096,-0.264,16.785,0.211,36.586,4,Not Severe
2019-10-25,Fri,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.189,0.096,-0.264,16.785,0.211,36.586,4,Not Severe
2019-10-27,Sun,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.189,0.096,-0.264,16.785,0.211,36.586,4,Not Severe
2019-07-20,Sat,office hours (10-16),Summer,Raining no high winds,Daylight,Wet or damp,Single carriageway,20,2,Urban,6,0.075,0.033,0.214,4.582,0.894,50.542,3,Not Severe
2019-11-13,Wed,night (23-7),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.189,0.096,-0.264,16.785,0.211,36.586,3,Not Severe
2019-07-01,Mon,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,6,0.106,0.058,-0.573,7.457,0.301,41.429,5,Not Severe
2019-03-14,Thu,morning rush (7-10),Spring,Fine + high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.213,0.123,0.32,9.041,0.994,24.258,7,Severe
2019-07-11,Thu,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Rural,5,0.09,0.063,-0.819,17.091,-0.08,21.382,3,Not Severe
2019-05-28,Tue,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,7,0.065,0.041,-0.709,3.53,0.088,39.323,3,Not Severe
2019-05-16,Thu,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,4,0.118,0.078,0,7.441,0.824,46.461,6,Severe
2019-06-06,Thu,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.118,0.078,0,7.441,0.824,46.461,3,Not Severe
2019-06-27,Thu,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,4,0.118,0.078,0,7.441,0.824,46.461,5,Not Severe
2019-09-20,Fri,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,1,0.294,0.196,0.129,14.428,1.525,39.345,5,Not Severe
2019-08-19,Mon,evening (19-23),Summer,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,2,0.23,0.111,0.009,21.271,1.062,36.791,3,Not Severe
2019-08-09,Fri,night (23-7),Summer,Raining no high winds,Darkness - lights lit,Wet or damp,Roundabout,30,2,Urban,1,0.294,0.196,0.129,14.428,1.525,39.345,7,Severe
2019-09-17,Tue,evening (19-23),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.118,0.078,0,7.441,0.824,46.461,4,Not Severe
2019-10-02,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,4,0.118,0.078,0,7.441,0.824,46.461,5,Not Severe
2019-09-23,Mon,office hours (10-16),Autumn,Fine no high winds,Daylight,Wet or damp,Dual carriageway,20,1,Urban,4,0.118,0.078,0,7.441,0.824,46.461,4,Not Severe
2019-10-08,Tue,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.118,0.078,0,7.441,0.824,46.461,4,Not Severe
2019-10-30,Wed,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,One way street,20,2,Urban,4,0.118,0.078,0,7.441,0.824,46.461,4,Not Severe
2019-06-20,Thu,morning rush (7-10),Summer,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,6,0.108,0.07,-0.848,6.963,0.746,14,5,Not Severe
2019-12-17,Tue,night (23-7),Winter,Fine no high winds,Darkness - lights lit,Wet or damp,Dual carriageway,20,1,Urban,4,0.118,0.078,0,7.441,0.824,46.461,6,Severe
2019-06-27,Thu,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.106,0.058,-0.573,7.457,0.301,41.429,4,Not Severe
2019-10-31,Thu,afternoon rush (16-19),Autumn,Fine no high winds,Darkness,Dry,Single carriageway,30,2,Urban,7,0.065,0.041,-0.709,3.53,0.088,39.323,3,Not Severe
2019-09-13,Fri,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.146,0.076,0.548,15.563,0.134,21.253,4,Not Severe
2019-08-05,Mon,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.146,0.076,0.548,15.563,0.134,21.253,4,Not Severe
2019-07-05,Fri,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,1,Urban,4,0.146,0.076,0.548,15.563,0.134,21.253,4,Not Severe
2019-09-01,Sun,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,3,0.161,0.092,0.414,1.95,1.017,39.587,5,Not Severe
2019-02-14,Thu,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.192,0.114,0.358,11.588,1.521,38.304,6,Severe
2019-10-08,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,3,0.196,0.14,0.294,18.206,0.752,24.835,4,Not Severe
2019-06-14,Fri,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.196,0.14,0.294,18.206,0.752,24.835,5,Not Severe
2019-01-24,Thu,afternoon rush (16-19),Winter,Raining no high winds,Darkness,Wet or damp,Single carriageway,30,2,Urban,3,0.192,0.114,0.358,11.588,1.521,38.304,6,Severe
2019-11-04,Mon,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,8,0.012,0.009,-2.84,0.734,0.114,33.642,5,Not Severe
2019-11-27,Wed,afternoon rush (16-19),Autumn,Raining no high winds,Darkness - lights lit,Wet or damp,One way street,20,2,Urban,8,0.012,0.009,-2.84,0.734,0.114,33.642,4,Not Severe
2019-07-24,Wed,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,3,0.161,0.092,0.414,1.95,1.017,39.587,3,Not Severe
2019-02-25,Mon,evening (19-23),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,3,0.196,0.14,0.294,18.206,0.752,24.835,5,Not Severe
2019-02-05,Tue,evening (19-23),Winter,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,3,0.152,0.095,-0.572,31.377,0.626,35.816,6,Severe
2019-02-25,Mon,afternoon rush (16-19),Winter,Fine no high winds,Daylight,Dry,Single carriageway,20,1,Rural,3,0.152,0.095,-0.572,31.377,0.626,35.816,5,Not Severe
2019-12-16,Mon,afternoon rush (16-19),Winter,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,2,0.287,0.222,0.61,14.707,0.608,32.402,6,Severe
2019-04-06,Sat,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.152,0.095,-0.572,31.377,0.626,35.816,4,Not Severe
2019-05-27,Mon,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.152,0.095,-0.572,31.377,0.626,35.816,6,Severe
2019-08-20,Tue,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.152,0.095,-0.572,31.377,0.626,35.816,4,Not Severe
2019-10-28,Mon,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.152,0.095,-0.572,31.377,0.626,35.816,4,Not Severe
2019-09-12,Thu,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.287,0.222,0.61,14.707,0.608,32.402,4,Not Severe
2019-08-06,Tue,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.287,0.222,0.61,14.707,0.608,32.402,5,Not Severe
2019-03-21,Thu,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.287,0.222,0.61,14.707,0.608,32.402,4,Not Severe
2019-03-01,Fri,afternoon rush (16-19),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,3,0.192,0.114,0.358,11.588,1.521,38.304,5,Not Severe
2019-03-09,Sat,office hours (10-16),Spring,Fine + high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.146,0.076,0.548,15.563,0.134,21.253,4,Not Severe
2019-01-02,Wed,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.146,0.076,0.548,15.563,0.134,21.253,4,Not Severe
2019-02-11,Mon,afternoon rush (16-19),Winter,Fine no high winds,Darkness,Dry,Single carriageway,20,2,Urban,2,0.264,0.171,0.404,21.088,0.581,24.06,5,Not Severe
2019-07-15,Mon,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.22,0.154,1.01,11,0.767,50.85,2,Not Severe
2019-04-29,Mon,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,One way street,30,2,Urban,2,0.22,0.154,1.01,11,0.767,50.85,4,Not Severe
2019-03-27,Wed,evening (19-23),Spring,Fine no high winds,Darkness,Dry,Single carriageway,30,2,Urban,2,0.22,0.154,1.01,11,0.767,50.85,5,Not Severe
2019-08-07,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,2,0.264,0.171,0.404,21.088,0.581,24.06,4,Not Severe
2019-12-19,Thu,morning rush (7-10),Winter,Fine no high winds,Darkness - lights lit,Wet or damp,Single carriageway,20,2,Urban,3,0.192,0.114,0.358,11.588,1.521,38.304,5,Not Severe
2019-03-11,Mon,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,One way street,30,2,Urban,2,0.287,0.222,0.61,14.707,0.608,32.402,3,Not Severe
2019-03-13,Wed,night (23-7),Spring,Raining no high winds,Darkness - lights lit,Wet or damp,One way street,30,2,Urban,2,0.287,0.222,0.61,14.707,0.608,32.402,7,Severe
2019-08-25,Sun,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,3,0.192,0.114,0.358,11.588,1.521,38.304,5,Not Severe
2019-01-17,Thu,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Dry,Dual carriageway,30,2,Urban,6,0.122,0.057,-0.614,5.516,0.029,35.939,6,Severe
2019-01-30,Wed,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.122,0.057,-0.614,5.516,0.029,35.939,3,Not Severe
2019-04-12,Fri,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.122,0.057,-0.614,5.516,0.029,35.939,5,Not Severe
2019-08-21,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.192,0.114,0.358,11.588,1.521,38.304,4,Not Severe
2019-08-04,Sun,night (23-7),Summer,Fine no high winds,Darkness,Dry,Single carriageway,20,2,Urban,3,0.176,0.125,0.597,8.902,1.318,33.271,4,Not Severe
2019-07-06,Sat,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.192,0.114,0.358,11.588,1.521,38.304,4,Not Severe
2019-04-23,Tue,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.192,0.114,0.358,11.588,1.521,38.304,3,Not Severe
2019-12-23,Mon,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.152,0.095,-0.572,31.377,0.626,35.816,6,Severe
2019-11-25,Mon,morning rush (7-10),Autumn,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,4,Not Severe
2019-07-24,Wed,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,3,Not Severe
2019-04-15,Mon,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.25,0.155,0.595,20.034,1,46.81,3,Not Severe
2019-07-12,Fri,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,1,0.274,0.174,0.951,28.136,0.987,33.173,4,Not Severe
2019-08-15,Thu,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,1,0.274,0.174,0.951,28.136,0.987,33.173,5,Not Severe
2019-10-29,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,1,0.274,0.174,0.951,28.136,0.987,33.173,5,Not Severe
2019-07-23,Tue,night (23-7),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,8,0.067,0.051,-1.407,6.833,-0.007,15.675,6,Severe
2019-05-14,Tue,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,8,0.067,0.051,-1.407,6.833,-0.007,15.675,2,Not Severe
2019-08-02,Fri,evening (19-23),Summer,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,6,0.087,0.047,-0.05,3.94,-0.475,43.891,4,Not Severe
2019-11-12,Tue,office hours (10-16),Autumn,Raining no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,8,0.024,0.011,-2.35,2.42,0.304,44.36,6,Severe
2019-06-28,Fri,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,1,0.274,0.174,0.951,28.136,0.987,33.173,4,Not Severe
2019-07-31,Wed,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,8,0.024,0.011,-2.35,2.42,0.304,44.36,5,Not Severe
2019-11-25,Mon,office hours (10-16),Autumn,Raining no high winds,Daylight,Wet or damp,Dual carriageway,20,2,Urban,2,0.199,0.149,-0.005,6.905,1.234,37.329,3,Not Severe
2019-09-17,Tue,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,One way street,20,2,Urban,5,0.146,0.084,-0.169,6.7,-0.666,32.095,2,Not Severe
2019-08-22,Thu,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,5,0.146,0.084,-0.169,6.7,-0.666,32.095,4,Not Severe
2019-10-19,Sat,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,3,0.144,0.089,0.333,8.18,0.361,60.094,7,Severe
2019-09-21,Sat,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,3,0.144,0.089,0.333,8.18,0.361,60.094,3,Not Severe
2019-07-05,Fri,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Roundabout,30,2,Urban,3,0.144,0.089,0.333,8.18,0.361,60.094,5,Not Severe
2019-07-25,Thu,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,3,0.144,0.089,0.333,8.18,0.361,60.094,3,Not Severe
2019-03-02,Sat,afternoon rush (16-19),Spring,Fine no high winds,Darkness,Dry,One way street,30,2,Urban,3,0.144,0.089,0.333,8.18,0.361,60.094,5,Not Severe
2019-05-22,Wed,evening (19-23),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,5,0.098,0.062,-0.294,9.45,0.621,33.058,3,Not Severe
2019-09-08,Sun,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,5,0.098,0.062,-0.294,9.45,0.621,33.058,5,Not Severe
2019-09-19,Thu,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,6,0.108,0.062,-0.334,7.935,0.094,47.358,6,Severe
